pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,day,month,year,day_of_week,hour,euclidean_distance,Actual_Fare,Predicted_Fare
-73.990567,40.737202,-74.005444,40.739717,1,19,3,2010,4,22,0.015088086492326699,5.3,5.9600277
-73.96045,40.76945,-73.96175600000001,40.756266,1,11,11,2014,1,19,0.013248527918229357,7.5,7.4582095
-73.97727900000001,40.764163,-73.989879,40.769726,1,27,4,2012,4,9,0.01377341529903686,5.3,6.233794
-73.997221,40.742055,-73.978175,40.729337,1,13,8,2009,3,16,0.02290191345717871,8.5,8.402686
-73.99455,40.728618,-73.974853,40.742013,5,4,10,2010,0,17,0.023820114063546834,7.7,6.83505
-73.986403,40.766972,-73.971152,40.751348,1,15,2,2010,0,14,0.021833514994151513,8.9,8.83404
-74.000535,40.752607,-74.000535,40.752607,1,7,10,2014,1,18,0.0,4.5,10.621325
-73.981995,40.76272,-73.958093,40.777116,1,10,7,2010,5,17,0.027902516373968525,7.7,8.224683
-73.99040500000001,40.731043,-73.97826500000001,40.751365,1,24,5,2010,0,7,0.023671993663400257,6.9,6.3402905
-73.995242,40.760073,-73.985551,40.75967,2,30,12,2014,1,7,0.00969937575311267,5.5,5.6482234
-73.986058,40.758213,-73.98289799999999,40.763583,1,28,2,2009,5,21,0.006230770417857149,4.5,4.8015566
-73.984121,40.746359000000005,-73.981298,40.769068,1,7,7,2009,1,12,0.022883793610318795,10.1,9.992789
-73.99431,40.738721000000005,-73.983514,40.782782,1,25,12,2009,4,22,0.045364361970596345,12.1,13.19847
-73.963796,40.761881,-73.954004,40.764956,1,17,9,2011,5,7,0.010263473534825318,4.1,5.317448
-73.981133,40.774228,-73.978158,40.753138,3,5,7,2009,6,16,0.021298796327494138,7.7,8.391102
-73.97761535644531,40.78719711303711,-73.99102020263672,40.7747688293457,1,4,3,2015,2,21,0.018279828689824563,6.5,7.5117526
-73.9825,40.7274,-73.9792,40.7192,1,9,7,2011,5,2,0.008839117603019482,4.5,5.6727247
-73.98521,40.741864,-73.996213,40.763623,2,16,9,2009,2,15,0.02438278265498383,10.5,10.603146
-73.99681700000001,40.729728,-73.99114,40.745533,1,2,12,2009,2,2,0.01679364028434794,6.1,6.160476
-73.9815,40.768206,-73.98029100000001,40.760006,2,8,11,2012,3,9,0.008288647718416366,6.0,6.8256283
-74.00406646728516,40.72207260131836,-74.00008392333984,40.7237548828125,1,8,2,2015,6,15,0.004323277379705502,5.5,5.751888
-74.000167,40.732785,-74.001812,40.740822,6,20,12,2011,1,19,0.008203620785970919,5.3,5.0098505
-73.975353,40.777132,-73.97463499999999,40.761646,1,18,9,2014,3,6,0.015502635904906458,7.5,6.7488847
-73.975988,40.760318,-73.977797,40.753308,1,18,7,2010,6,14,0.007239653375679995,4.1,5.0287247
-73.97248,40.745823,-73.981477,40.749963,2,22,1,2010,4,15,0.009903817900177855,4.5,6.0932817
-73.982905,40.751066,-73.99332199999999,40.738495,1,15,12,2011,3,20,0.016326173158453753,5.7,6.5885515
-73.99956800000001,40.762947,-74.000927,40.747267,1,20,9,2012,3,23,0.015738782703877126,9.0,6.7690287
-73.989358,40.740827,-74.002975,40.733355,1,6,4,2009,0,14,0.01553233636644175,7.3,5.6378403
-73.980982,40.770142,-73.995867,40.749945,2,13,11,2009,4,7,0.0250894805446491,7.7,7.9966893
-73.98559499999999,40.752295,-73.978177,40.753992,2,16,7,2011,5,18,0.007609634222471407,4.1,5.058711
-73.99283,40.724118,-73.98375,40.741345,1,22,7,2010,3,1,0.01947346730811281,7.7,6.585299
-73.991237,40.750092,-73.989502,40.76762,1,25,2,2011,4,20,0.017613659727607454,7.7,7.382466
-73.982948,40.747808,-73.97632800000001,40.759003,5,18,8,2009,1,9,0.013005861178707187,4.5,6.191967
-73.984802,40.760083,-73.991472,40.74951,2,29,10,2009,3,9,0.012501089112553914,5.3,6.2190113
-73.974187,40.753677,-73.971965,40.762533000000005,4,26,3,2009,3,16,0.00913049943869675,7.3,5.20964
-73.960358,40.773065,-73.970276,40.759778,1,19,5,2011,3,13,0.016580443088172366,6.5,7.553918
-73.969665,40.766652,-73.974565,40.77836,1,19,4,2013,4,12,0.012692015757943768,8.0,7.1076007
-73.954262,40.765737,-73.953448,40.788347,5,24,9,2011,5,6,0.022624647975162393,7.3,7.802748
-73.985682,40.747171,-73.982773,40.735306,1,1,11,2014,5,3,0.01221640315313882,6.0,6.407374
-73.97487199999999,40.765545,-73.981738,40.773317,1,18,1,2013,4,18,0.010370435863557466,8.0,6.0328255
-73.995088,40.72498,-74.000782,40.747963,5,31,7,2011,6,16,0.023677836155356284,8.1,8.975449
-73.98683166503906,40.76122283935547,-73.99137115478516,40.74992752075195,1,28,6,2015,6,3,0.012173380364952722,5.5,6.1964226
-73.961118,40.76064,-73.957031,40.782531,1,28,6,2013,4,18,0.022269248977004948,9.0,8.773537
-73.9852,40.764,-73.9906,40.7512,1,5,11,2011,5,14,0.013892443989452923,5.7,6.600259
-73.95855,40.77517,-74.00054399999999,40.737409,1,27,11,2012,1,21,0.05647467713054467,20.5,16.885883
-73.98680300000001,40.739748,-73.959399,40.763202,1,12,6,2014,3,7,0.03607033867321287,14.5,10.983156
-73.99347,40.736615,-74.00286,40.733698,1,14,12,2010,1,15,0.009832649134386437,5.3,5.2330375
-73.985383,40.74648,-73.988828,40.73903,1,14,10,2009,2,14,0.008207954982818459,6.9,5.171925
-73.97546,40.751127,-73.988453,40.748852,5,9,7,2013,1,9,0.013190666169690364,9.5,8.075814
-73.985413,40.741423,-73.953599,40.767099,1,10,5,2010,0,20,0.04088260720648862,9.7,9.456062
-73.981708,40.746445,-73.99533000000001,40.721482,1,22,5,2010,5,22,0.028437831369503452,8.5,9.405248
-73.973217,40.755283,-73.98208000000001,40.77352,2,30,9,2014,1,13,0.020276610614204275,13.5,11.241848
-73.995245,40.744462,-73.99198299999999,40.73864,1,15,4,2010,3,23,0.0066735543752985075,4.1,4.1281815
-73.993338,40.729671,-73.992073,40.749152,1,17,12,2012,0,23,0.01952202822454504,8.0,8.079588
-73.963258,40.711485,-73.994281,40.71233,1,29,7,2014,1,1,0.03103450586041749,10.0,10.666183
-73.99874,40.73494,-74.005031,40.748181,1,8,7,2013,0,18,0.014659493920326025,7.5,6.8468847
-73.97152709960938,40.76023483276367,-73.98107147216798,40.7501335144043,1,30,1,2015,4,12,0.01389718245310736,11.5,8.971516
-74.001458,40.735135,-73.992573,40.729038,1,7,5,2014,2,21,0.010775742851426871,5.5,5.6893377
-73.985242,40.778792,-73.976157,40.759562,1,18,10,2013,4,12,0.02126805409528553,15.5,12.510946
-73.993364,40.746695,-73.992469,40.763695,1,21,5,2012,0,12,0.017023543256321834,7.3,8.025181
-73.98586,40.74664,-73.972957,40.780295,1,18,9,2014,3,11,0.03604367398033154,14.0,16.464855
-73.98098,40.78238,-73.986245,40.763177,6,23,8,2013,4,22,0.019911690887519165,8.0,7.321946
-73.978673,40.757913,-73.964768,40.755258000000005,1,28,7,2009,1,19,0.014156201821103706,6.5,5.9724374
-73.996021,40.732904,-73.994074,40.718315,1,15,2,2009,6,23,0.014718346714221326,6.6,8.247733
-73.955863,40.772663,-73.958327,40.760245,1,10,7,2010,5,2,0.012660095576262891,5.3,5.341684
-73.988765,40.722105,-74.00473199999999,40.747967,1,10,12,2013,1,10,0.030393883151052632,15.0,14.241511
-73.9699,40.763142,-73.999147,40.724902,1,22,9,2011,3,14,0.04814233697069581,12.9,14.423286
-74.001038,40.725928,-73.990981,40.736357,1,19,8,2014,1,19,0.01448817759415154,7.0,6.5093412
-73.955753,40.776187,-73.962162,40.75896,1,17,4,2014,3,18,0.01838055521468289,9.0,10.230552
-74.00280699999999,40.739315000000005,-73.99131,40.73932,3,23,7,2012,0,15,0.011497001087231527,4.9,5.546905
-74.006004,40.717371,-73.978753,40.761038,1,24,11,2009,1,13,0.05147255472579833,11.3,15.199208
-73.989145,40.736392,-73.968838,40.762652,3,8,9,2013,6,18,0.03319581071460008,9.5,11.601885
-74.003072,40.73905,-73.97540500000001,40.755502,1,23,11,2009,0,8,0.03218899179843469,10.1,9.407249
-73.959982,40.77305,-73.95530500000001,40.77092,1,24,5,2012,3,14,0.005139185635864923,4.1,4.7320604
-73.991512,40.754762,-73.977552,40.774017,1,14,6,2011,1,11,0.023783116385368182,6.9,8.837252
-73.993148,40.762795,-73.972962,40.764272,1,15,3,2010,0,9,0.020239963562229818,6.5,7.6689706
-73.982812,40.760653000000005,-73.98788,40.743492,1,22,1,2009,3,23,0.017893701266091903,6.5,7.094106
-73.984137,40.743182,-73.976017,40.748637,2,19,8,2013,0,23,0.009782199394826205,5.0,5.156513
-73.975602,40.752467,-73.981185,40.73703,1,20,11,2011,6,22,0.016415567550352683,5.7,6.232115
-73.980098,40.76058,-73.961766,40.77104,1,8,3,2014,5,0,0.0211062508276594,7.0,7.9340715
-73.980048,40.78408,-73.984645,40.779754,1,14,4,2011,3,15,0.006312423068845174,4.1,4.3917446
-73.9781,40.74544,-73.99904000000001,40.7603,1,27,6,2014,4,0,0.02567690012443849,9.0,9.449578
-73.998965,40.741591,-73.997795,40.723813,1,14,10,2013,0,16,0.01781645823389147,10.0,9.399177
-73.971319,40.76392,-73.981284,40.769069,1,24,10,2011,0,14,0.01121665841506258,4.9,5.9915514
-73.983221,40.781746000000005,-73.98261600000001,40.773253,2,6,3,2011,6,17,0.008514521360601334,4.5,4.7227826
-73.991178,40.770527,-73.96606,40.758763,1,24,2,2010,2,14,0.0277363591698748,8.5,10.024512
-73.992298,40.715132,-74.002425,40.739673,1,1,8,2009,5,19,0.02654838620331288,10.1,9.733457
-73.993939,40.761684,-73.98146,40.780125,1,14,8,2014,3,21,0.02226647529358469,6.5,7.394979
-73.973789,40.760468,-73.986399,40.768440000000005,1,27,8,2009,3,21,0.014918608648271202,5.7,6.163047
-73.99525,40.73951,-73.99061,40.750112,5,17,6,2011,4,0,0.011572899550239091,4.1,5.6302114
-73.99329,40.751982,-73.990658,40.750945,5,19,4,2012,3,14,0.002828920818973562,9.7,7.249753
-73.99628,40.723952,-74.005382,40.739877,1,24,2,2014,0,10,0.01834262873745379,9.5,8.597192
-73.976318,40.776394,-73.961348,40.768851,1,13,8,2013,1,14,0.01676298747241192,10.0,8.877003
-74.00449,40.742221,-73.994241,40.741047,1,28,7,2012,5,13,0.010316020405177224,4.9,5.2186537
-73.991235,40.717202,-73.98788499999999,40.7241,3,26,7,2012,3,8,0.007668435564055647,4.1,4.81303
-73.974977,40.756615,-73.962144,40.779072,2,18,7,2010,6,9,0.025865087241301567,7.7,7.200115
-73.99351999999999,40.742262,-73.97235699999999,40.763069,1,24,6,2014,1,10,0.029678339205559706,15.0,13.877131
-73.991773,40.759473,-73.989735,40.741428000000006,1,7,6,2010,0,17,0.018159721060626625,7.3,7.609595
-74.002125,40.734755,-73.972577,40.758397,1,22,2,2014,5,13,0.037842152000123294,13.5,13.277987
-73.98629,40.770237,-73.983373,40.757943,1,7,11,2011,0,11,0.012635320534125125,7.7,7.2035074
-73.99356079101562,40.73591613769531,-73.9830780029297,40.73576354980469,1,23,1,2015,4,10,0.010483898564882277,8.0,6.550418
-73.97986,40.761097,-73.985023,40.745232,2,26,8,2009,2,18,0.01668396817306651,6.9,7.680123
-73.980615,40.74263,-73.970022,40.76267,1,7,2,2011,0,8,0.02266744910659482,7.7,6.38979
-73.99045699999999,40.751134,-73.983719,40.754421,1,3,12,2014,2,7,0.007497000266772209,6.0,6.3098917
-73.986788,40.742875,-73.96561,40.754605,1,10,6,2014,1,21,0.024209514328054176,8.0,8.264879
-74.00564,40.70907,-73.97251700000001,40.743197,2,14,9,2013,5,21,0.04755823018153251,13.5,16.547657
-73.99045500000001,40.756272,-73.97475,40.761672,2,18,12,2013,2,9,0.016607438845297372,9.5,10.310283
-73.988828,40.73379,-73.971983,40.75663,1,7,6,2009,6,3,0.02837991587373401,6.5,7.6705112
-73.96753199999999,40.759757,-73.977547,40.758192,1,6,11,2013,2,23,0.010136540336830702,6.5,6.527808
-73.982188,40.768082,-73.97783299999999,40.786627,1,9,11,2014,6,19,0.01904948949447597,8.0,8.403953
-73.991947,40.73825,-73.999932,40.743317,1,11,11,2013,0,12,0.009456992862429786,5.0,5.963201
-73.98631800000001,40.759248,-73.99155,40.750040000000006,1,26,12,2009,5,17,0.010590613202256393,6.1,6.0530386
-74.001541,40.740926,-74.005012,40.725712,1,10,6,2013,0,8,0.01560492348587273,6.5,7.650636
-73.986304,40.747614,-73.982463,40.768299,1,16,5,2010,6,10,0.02103859562803745,8.1,7.578137
-73.978945,40.740792,-73.991123,40.748747,1,28,12,2011,2,19,0.014545986009899174,8.1,7.071272
-73.979969,40.780396,-73.99029,40.761614,2,15,2,2013,4,23,0.021430972096481253,8.5,8.046503
-73.98136901855469,40.749755859375,-73.973876953125,40.76051712036133,2,9,5,2015,5,16,0.013112428547701845,5.0,7.2109933
-74.000031,40.76142,-73.96443000000001,40.756029,1,3,7,2014,3,14,0.03600686159609049,14.5,15.058849
-73.994913,40.72507,-73.978022,40.751575,1,7,1,2010,3,6,0.03142961829230589,7.3,7.148179
-73.956917,40.778051,-73.97954200000001,40.714228000000006,1,21,5,2013,1,6,0.06771459188387116,17.0,16.966604
-73.992266,40.762497,-73.971459,40.789397,1,1,1,2012,6,18,0.03400795861265537,7.3,8.274625
-73.98599243164062,40.77764129638672,-73.97620391845702,40.785980224609375,5,19,3,2015,3,18,0.012858954632794992,5.5,5.53454
-73.984897,40.72412,-73.974473,40.72248,1,5,3,2009,3,20,0.01055222137751171,4.9,5.771443
-73.96236800000001,40.763243,-73.964952,40.753282,2,15,12,2009,1,21,0.010290703425908366,4.5,5.148299
-73.97851800000001,40.772677,-73.981378,40.78086,2,21,9,2009,0,17,0.008668395987719691,4.5,5.7701097
-73.9812,40.7376,-74.0037,40.7235,1,13,12,2011,1,10,0.026552965936024804,7.3,8.4454775
-73.98506400000001,40.753701,-73.97643000000001,40.743499,1,14,6,2011,1,20,0.01336513224775587,5.7,5.9522853
-73.99446800000001,40.745375,-73.98118000000001,40.760290000000005,5,26,9,2011,0,11,0.01997568944993228,9.7,7.771584
-73.988445,40.745952,-73.987373,40.753347,1,6,11,2014,3,8,0.00747229609958798,5.0,7.147692
-73.978165,40.773098,-73.958815,40.774966,1,3,12,2012,0,13,0.019439956892959343,8.5,8.616837
-74.00071716308595,40.758316040039055,-73.99491119384766,40.7501106262207,1,24,2,2015,1,14,0.010051770725918868,8.0,6.675818
-74.005031,40.751818,-74.000107,40.717527,1,19,2,2012,6,18,0.03464272588870922,13.3,12.181141
-73.993078,40.734227,-73.987082,40.72237,2,22,6,2009,0,1,0.013286853088671242,5.7,6.007786
-73.989457,40.75622,-73.955426,40.764227000000005,1,3,4,2010,5,10,0.03496027760187296,10.5,9.63187
-73.96391700000001,40.762273,-73.977453,40.745312,1,3,11,2009,1,21,0.021700203155724997,5.3,6.961666
-73.957148,40.783498,-73.974293,40.787467,3,3,10,2009,5,20,0.017598408621235025,6.1,5.805841
-73.98944300000001,40.772013,-73.97373499999999,40.764508,5,1,8,2010,6,11,0.017408799183188592,5.7,6.5178275
-73.9793930053711,40.7629508972168,-73.98887634277344,40.73699569702149,1,6,3,2015,4,13,0.027633423701471975,17.5,12.02895
-73.994138,40.75138,-73.98159,40.755762,1,14,12,2011,2,14,0.0132911334354989,9.7,7.8489614
-73.983582,40.760242,-73.989918,40.751862,1,24,5,2012,3,19,0.010505679226017733,10.5,6.186985
-73.9823989868164,40.74865341186523,-73.95965576171875,40.77427673339844,1,22,3,2015,6,14,0.034260894533519354,8.5,11.815309
-74.00358,40.726868,-73.96400200000001,40.77051,1,26,4,2010,0,13,0.05891555183480166,15.7,14.371504
-73.978342,40.745512,-73.96812,40.756282,2,24,2,2011,3,21,0.014848642496874733,5.3,5.431813
-73.992375,40.738127,-73.991989,40.75855,1,29,6,2010,1,23,0.020426647424382525,8.1,7.7521925
-73.9777,40.764048,-73.98255999999999,40.771063,1,6,6,2010,6,12,0.008534039196059265,4.5,5.2642198
-73.955635,40.785035,-73.98181,40.764753000000006,1,28,10,2013,0,8,0.033113292633012444,14.5,12.84396
-73.975801,40.761969,-73.96924,40.758441,1,28,4,2011,3,14,0.00744939628426927,5.3,5.567101
-73.97024499999999,40.763958,-73.97765799999999,40.75365,1,6,8,2010,4,14,0.01269674891458581,7.3,6.3989224
-73.98436600000001,40.72954,-73.996117,40.725781,1,20,2,2010,5,20,0.012337588175967518,4.9,6.130015
-73.971074,40.761278,-73.971456,40.744116,1,7,1,2011,4,14,0.017166250842859297,6.9,7.379249
-73.994137,40.739565,-73.96154200000001,40.770114,1,29,3,2010,0,19,0.044672983177745686,10.9,11.029565
-73.988425,40.769087,-73.979652,40.761703,1,16,11,2011,2,7,0.011466864654303516,5.3,5.3471365
-73.971322,40.755577,-73.99082299999999,40.750667,1,26,12,2013,3,15,0.020109627072615665,14.0,11.195883
-73.992742,40.742972,-73.973617,40.755397,1,8,9,2012,5,21,0.022806715019925695,8.0,8.792904
-73.99497,40.725062,-73.958712,40.778127000000005,2,18,1,2013,4,19,0.0642692522828734,18.5,18.960186
-73.982598,40.750974,-73.983041,40.75673,2,14,9,2012,4,17,0.005773022172136687,6.5,6.6731067
-73.976035,40.744682,-73.98250300000001,40.727537,1,1,10,2011,5,21,0.01832446585852193,8.1,6.778719
-73.978815,40.7644,-73.97045,40.764057,1,20,1,2012,4,13,0.008372029264160674,5.7,5.1838465
-73.96119,40.760733,-73.972923,40.748593,1,20,10,2014,0,16,0.016883213230895283,8.0,8.309497
-73.974823,40.761825,-73.982127,40.75176,1,12,6,2012,1,15,0.01243594150035132,5.3,6.941925
-73.961897,40.776222,-73.973175,40.753415,1,8,5,2014,3,11,0.025443123491429055,13.0,13.024724
-73.974097,40.763498,-73.996572,40.740794,1,18,4,2009,5,17,0.03194678764758489,8.9,9.332238
-73.996783,40.735196,-74.004838,40.723754,1,16,3,2013,5,0,0.013992940684511766,5.5,6.649798
-73.965767,40.768347,-73.994784,40.734498,1,19,1,2012,3,17,0.04458409009949102,21.7,12.917916
-73.989798,40.725485,-73.988038,40.718808,1,14,4,2011,3,3,0.00690506545949535,4.1,4.608361
-73.98588199999999,40.72689,-73.99258,40.753442,6,4,7,2012,2,15,0.027383789146141126,9.3,11.225091
-73.95914300000001,40.774761,-73.994096,40.732427,1,13,2,2010,5,12,0.054898813876065135,11.3,12.852306
-73.957557,40.774463,-73.980098,40.780487,0,6,4,2012,4,14,0.02333206499648541,7.3,8.326122
-73.994485,40.72618,-73.95806999999999,40.783047,4,8,5,2014,3,17,0.06752709022311588,27.0,22.333605
-73.982748,40.742423,-73.980428,40.753093,1,18,5,2009,0,12,0.010919308586166757,6.1,5.912242
-73.988423,40.737128000000006,-73.97845500000001,40.75152,1,27,7,2010,1,17,0.01750687544936416,6.1,6.7944975
-73.965812,40.771122,-73.97114300000001,40.751922,6,23,11,2012,4,11,0.019926353429567868,9.5,9.4348755
-73.987060546875,40.75650024414063,-73.98346710205078,40.76691055297852,1,28,1,2015,2,18,0.01101305478988315,7.5,6.8260612
-73.958039,40.768921,-73.95506400000001,40.763653000000005,1,16,10,2009,4,7,0.006049995785113282,4.1,5.7716913
-73.998317,40.753295,-74.003652,40.75392,1,25,3,2011,4,18,0.005371484897123321,5.7,4.7506123
-73.99014100000001,40.732342,-73.97792,40.749191,1,23,7,2009,3,8,0.020814457523564856,6.9,7.1418805
-73.988916,40.718858,-73.98548100000001,40.720549,2,12,11,2011,5,1,0.0038286689593090236,4.1,5.350662
-74.00126,40.736732,-73.99368,40.745615,1,12,5,2012,5,21,0.011677503543138762,7.7,5.4357514
-73.984358,40.766492,-73.971683,40.75395,2,27,2,2009,4,19,0.017831359706986617,7.7,7.6640425
-73.98814499999999,40.738547,-73.978199,40.745625,1,20,1,2012,4,11,0.01220741577893139,6.1,5.511325
-73.97837,40.753717,-73.998215,40.733757,1,12,9,2012,2,23,0.028146502891128956,9.0,10.47483
-73.986205,40.75193,-73.972495,40.762364,1,17,4,2009,4,10,0.017228826309415718,5.7,7.1165466
-73.997528,40.736267,-73.960115,40.776063,1,16,7,2014,2,8,0.05462100497977191,15.5,18.994873
-73.970465,40.758937,-73.991612,40.742937,1,21,10,2009,2,21,0.02651783567714633,8.5,8.005805
-73.98670899999999,40.733622,-73.978796,40.745556,1,16,4,2011,5,17,0.014319075563732984,4.5,5.301048
-73.99064399999999,40.756044,-73.981202,40.75987,1,9,4,2009,3,7,0.010187720058965035,4.1,4.479888
-73.951704,40.781727,-73.985,40.713191,1,22,3,2009,6,20,0.07619584576601789,16.2,15.187579
-73.992339,40.724844,-73.977722,40.76062,2,20,6,2009,5,15,0.03864684806035849,14.5,11.199516
-73.980389,40.75986,-73.957513,40.771813,1,19,8,2010,3,11,0.025810571187011782,8.1,8.420881
-73.971682,40.749721,-73.981062,40.753183,1,16,11,2011,2,6,0.009998492086302947,6.5,5.336983
-73.999388,40.747302000000005,-73.95676800000001,40.779972,6,22,12,2014,0,14,0.05370096181632576,18.5,19.713547
-73.986447,40.747842,-73.96873000000001,40.750275,1,15,12,2012,5,13,0.017883276489493692,8.5,8.589739
-73.97657199999999,40.785677,-73.990617,40.734939,3,7,3,2009,5,22,0.052646050839550616,14.2,14.8378315
-73.977747,40.754893,-73.967658,40.765267,6,17,3,2012,5,21,0.01447092937581567,6.1,5.97962
-73.96463299999999,40.768178000000006,-73.98134399999999,40.779032,1,16,9,2013,0,17,0.019926536001019204,8.5,8.84196
-73.972725,40.74903,-73.991857,40.752502,1,7,12,2012,4,18,0.019444490427881572,14.0,10.773861
-73.978334,40.745605,-73.971937,40.753944,1,17,10,2012,2,14,0.010510020456691718,8.0,6.8552165
-73.980235,40.783828,-73.96905600000001,40.763835,1,15,2,2013,4,10,0.022906114685813217,9.0,11.027372
-73.984324,40.770141,-73.982576,40.762441,1,21,5,2010,4,9,0.007895916919523611,5.3,5.0466356
-73.997162,40.742127,-73.99496500000001,40.749977,5,2,4,2010,4,12,0.0081516445579983,4.9,5.1274605
-73.99000500000001,40.734243,-73.986478,40.718312,1,29,8,2012,2,4,0.01631675488570258,6.1,7.1380515
-73.98895,40.723111,-73.987448,40.749768,1,8,4,2009,2,14,0.02669928188172885,10.5,10.705136
-73.99154399999999,40.74977,-73.975449,40.756838,1,14,9,2009,0,21,0.017578556510698617,6.1,7.652887
-73.959282,40.780367,-73.954002,40.772002,1,20,8,2013,1,13,0.009891998028707457,7.0,7.692642
-73.986372,40.740165000000005,-73.99884,40.734108,2,13,12,2011,1,17,0.013861395059662152,6.1,6.0985456
-73.978402,40.747683,-73.977775,40.725992,3,24,5,2010,0,7,0.021700060138169885,7.7,7.4705825
-73.999545,40.728432,-73.991602,40.749257,1,23,12,2011,4,3,0.022288379797554717,6.5,6.9397793
-73.95581,40.776987,-73.980195,40.777117,0,13,2,2012,0,17,0.024385346522035858,7.3,7.5904765
-74.005115,40.729284,-73.993725,40.761911,3,24,10,2012,2,1,0.03455796910988837,10.0,11.221642
-73.961867,40.774157,-73.959877,40.762937,1,9,4,2013,1,17,0.01139510859974594,6.5,6.69196
-73.988265,40.722222,-74.005212,40.739968,1,18,8,2011,3,21,0.024538160587132395,8.9,9.046986
-73.967108,40.761416,-73.965735,40.771438,1,15,12,2013,6,18,0.010115612339355992,6.0,5.778535
-73.9713363647461,40.75314712524415,-73.98645782470702,40.75827026367188,1,2,6,2015,1,20,0.01596574767117202,8.0,8.931922
-73.98779300000001,40.761425,-73.96611,40.759240000000005,2,16,11,2010,1,22,0.021792813356710655,8.5,8.18637
-73.99734699999999,40.72145,-73.97536,40.755632,1,23,10,2012,1,20,0.04064280124449962,12.0,12.536511
-73.95892333984375,40.78015518188477,-73.9716567993164,40.760269165039055,1,9,2,2015,0,12,0.023613442276168312,10.0,11.249866
-73.978801,40.762411,-73.990274,40.756648,3,1,1,2009,3,12,0.012839076991743194,6.5,5.6758623
-73.978107,40.725065,-73.98858,40.734008,1,16,1,2010,5,23,0.01377174564099029,4.5,6.5592165
-73.99457,40.731624,-73.992531,40.737481,2,17,12,2011,5,23,0.006201771521110348,5.7,4.975033
-74.00017700000001,40.727223,-73.99082800000001,40.723805,5,28,10,2009,2,16,0.00995422146629403,4.5,5.549112
-73.9898681640625,40.73857879638672,-73.9906234741211,40.7158317565918,2,31,5,2015,6,0,0.02275957628595867,11.5,11.710775
-73.95975899999999,40.775324,-73.96036600000001,40.766454,1,15,2,2014,5,11,0.008890745131873046,5.5,5.6955676
-73.968089,40.760919,-73.961212,40.756217,1,12,2,2009,3,6,0.008330782256190385,4.5,4.5271497
-73.9935,40.7331,-73.986,40.7408,1,2,12,2011,4,6,0.010748953437423332,4.5,4.8118505
-73.986897,40.729635,-73.9943,40.747415,1,28,4,2012,5,4,0.01925961601381926,6.9,7.736952
-73.966479,40.764791,-73.960316,40.761381,2,31,5,2011,1,17,0.0070434841520391036,9.3,5.570783
-73.955516,40.721943,-74.002605,40.760442,4,24,8,2014,6,11,0.06082390091074026,7.5,22.564959
-73.988796,40.758609,-73.962012,40.773493,2,23,10,2014,3,22,0.03064173807080209,10.0,10.551828
-73.97835699999999,40.752448,-74.003105,40.740018,5,17,1,2009,5,15,0.027694194409674966,8.1,8.937783
-73.975059,40.757469,-73.97730899999999,40.753395000000005,1,8,3,2010,0,11,0.004654027932868186,5.3,4.687668
-73.984008,40.746712,-73.964077,40.773488,2,31,1,2009,5,14,0.03337961858679467,7.3,8.873367
-73.990962,40.728013,-73.95857600000001,40.717053,2,25,6,2009,3,20,0.034190270487364935,10.5,10.9424095
-73.99116,40.77056,-73.974261,40.756455,1,25,2,2010,3,8,0.022011979147724417,8.1,8.750494
-73.99969300000001,40.727302,-73.994147,40.74106,1,3,12,2009,3,16,0.014833768233324553,5.3,6.0095553
-73.9813,40.77441,-73.98033199999999,40.780932,1,2,4,2014,2,7,0.006593444319927671,4.5,5.8979683
-73.980528,40.766703,-73.96289200000001,40.777981,2,25,1,2010,0,15,0.0209337473950508,9.7,7.856507
-73.978952,40.772207,-73.995359,40.749617,1,14,6,2013,4,13,0.027919486904304135,17.0,12.861512
-73.99861,40.72368,-74.001975,40.740467,1,1,3,2012,3,17,0.017120940219510182,7.7,7.113775
-73.9959,40.748940000000005,-73.98334,40.75609,1,18,4,2014,4,15,0.01445254648842661,7.5,8.958148
-73.98776099999999,40.749791,-73.95289,40.778349,4,3,8,2009,0,18,0.04507267470429835,11.7,11.865311
-73.97576904296875,40.74493789672852,-73.98641967773438,40.74909973144531,2,3,6,2015,2,18,0.011434897862273037,6.5,8.242821
-73.9597396850586,40.77366638183594,-73.95405578613281,40.766616821289055,1,27,2,2015,4,12,0.009055551385898817,5.5,6.39558
-73.99875300000001,40.734685,-73.950562,40.786585,1,18,11,2010,3,20,0.0708236011580929,16.1,16.045599
-74.005928,40.740583,-73.993764,40.747444,2,3,8,2013,5,20,0.01396553676018122,6.0,6.374041
-73.99188000000001,40.75936,-73.975818,40.756382,2,9,10,2011,6,16,0.016335737755000773,8.1,6.977501
-73.97963399999999,40.743503,-73.99189,40.734194,2,24,5,2014,5,20,0.01539048462525117,8.0,6.9960136
-73.999381,40.733662,-73.982214,40.758185,2,7,7,2014,0,18,0.02993465246165009,11.0,11.816873
-73.99305,40.752688,-73.981358,40.755514,1,19,3,2012,0,12,0.012028679894315561,5.3,6.332087
-73.968323,40.786753,-73.97579499999999,40.757745,2,25,9,2014,3,21,0.029954880203395012,14.5,11.923691
-73.98230600000001,40.771655,-73.989446,40.748947,2,7,11,2009,5,17,0.0238040514198731,12.1,9.731632
-73.977323,40.758483,-73.99140600000001,40.750427,2,17,11,2013,6,18,0.016224365164786064,8.0,9.054508
